2025-04-14 21:36:35,862 - ZucoExtractor - INFO - Found 32 .mat files
2025-04-14 21:36:35,895 - ZucoExtractor - INFO - Found 390 sentences in resultsYAG_TSR.mat
2025-04-14 21:36:36,040 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 80
2025-04-14 21:36:36,040 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 81
2025-04-14 21:36:36,040 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 82
2025-04-14 21:36:36,040 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 83
2025-04-14 21:36:36,040 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 84
2025-04-14 21:36:36,040 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 85
2025-04-14 21:36:36,040 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 86
2025-04-14 21:36:36,041 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 87
2025-04-14 21:36:36,041 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 88
2025-04-14 21:36:36,041 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 89
2025-04-14 21:36:36,041 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 90
2025-04-14 21:36:36,041 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 91
2025-04-14 21:36:36,041 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 92
2025-04-14 21:36:36,042 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 93
2025-04-14 21:36:36,042 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 94
2025-04-14 21:36:36,042 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 95
2025-04-14 21:36:36,042 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 96
2025-04-14 21:36:36,042 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 97
2025-04-14 21:36:36,042 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 98
2025-04-14 21:36:36,042 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 99
2025-04-14 21:36:36,043 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 100
2025-04-14 21:36:36,043 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 101
2025-04-14 21:36:36,043 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 102
2025-04-14 21:36:36,043 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 103
2025-04-14 21:36:36,043 - ZucoExtractor - WARNING - Non-reference word data in sentence 2, word 104
2025-04-14 21:36:36,126 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 0
2025-04-14 21:36:36,126 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 1
2025-04-14 21:36:36,126 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 2
2025-04-14 21:36:36,126 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 3
2025-04-14 21:36:36,126 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 4
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 5
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 6
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 7
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 8
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 9
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 10
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 11
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 12
2025-04-14 21:36:36,127 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 13
2025-04-14 21:36:36,128 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 14
2025-04-14 21:36:36,128 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 15
2025-04-14 21:36:36,128 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 16
2025-04-14 21:36:36,128 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 17
2025-04-14 21:36:36,128 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 18
2025-04-14 21:36:36,128 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 19
2025-04-14 21:36:36,128 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 20
2025-04-14 21:36:36,129 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 21
2025-04-14 21:36:36,129 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 22
2025-04-14 21:36:36,129 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 23
2025-04-14 21:36:36,129 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 24
2025-04-14 21:36:36,129 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 25
2025-04-14 21:36:36,129 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 26
2025-04-14 21:36:36,129 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 27
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 28
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 29
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 30
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 31
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 32
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 33
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 34
2025-04-14 21:36:36,130 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 35
2025-04-14 21:36:36,131 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 36
2025-04-14 21:36:36,131 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 37
2025-04-14 21:36:36,131 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 38
2025-04-14 21:36:36,131 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 39
2025-04-14 21:36:36,131 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 40
2025-04-14 21:36:36,131 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 41
2025-04-14 21:36:36,131 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 42
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 43
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 44
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 45
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 46
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 47
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 48
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 49
2025-04-14 21:36:36,132 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 50
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 51
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 52
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 53
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 54
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 55
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 56
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 57
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 58
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 59
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 60
2025-04-14 21:36:36,133 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 61
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 62
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 63
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 64
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 65
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 66
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 67
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 68
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 69
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 70
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 71
2025-04-14 21:36:36,134 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 72
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 73
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 74
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 75
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 76
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 77
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 78
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 79
2025-04-14 21:36:36,135 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 80
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 81
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 82
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 83
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 84
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 85
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 86
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 87
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 88
2025-04-14 21:36:36,136 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 89
2025-04-14 21:36:36,137 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 90
2025-04-14 21:36:36,137 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 91
2025-04-14 21:36:36,137 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 92
2025-04-14 21:36:36,137 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 93
2025-04-14 21:36:36,137 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 94
2025-04-14 21:36:36,137 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 95
2025-04-14 21:36:36,137 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 96
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 97
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 98
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 99
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 100
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 101
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 102
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 103
2025-04-14 21:36:36,138 - ZucoExtractor - WARNING - Non-reference word data in sentence 3, word 104
2025-04-14 21:36:36,231 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 0
2025-04-14 21:36:36,231 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 1
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 2
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 3
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 4
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 5
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 6
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 7
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 8
2025-04-14 21:36:36,232 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 9
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 10
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 11
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 12
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 13
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 14
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 15
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 16
2025-04-14 21:36:36,233 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 17
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 18
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 19
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 20
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 21
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 22
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 23
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 24
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 25
2025-04-14 21:36:36,234 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 26
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 27
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 28
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 29
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 30
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 31
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 32
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 33
2025-04-14 21:36:36,235 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 34
2025-04-14 21:36:36,236 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 35
2025-04-14 21:36:36,236 - ZucoExtractor - WARNING - Non-reference word data in sentence 4, word 36
